State	Vibr.	J	Energy	Index
B	0	15.5	46117.18974968	1717
B	0	16.5	46117.54119968	1718
B	0	16.5	46177.70075072	1719
B	0	17.5	46178.07350072	1720
B	0	17.5	46241.75173928	1721
B	0	18.5	46242.14578928	1722
B	0	18.5	46309.339268	1723
B	0	19.5	46309.754618	1724
B	0	19.5	46380.459698	1725
B	0	20.5	46380.896348	1726
B	1	0.5	47311.8995	1747
B	1	0.5	47315.3879454	1748
B	1	1.5	47315.4189954	1749
B	1	1.5	47322.3956906	1750
B	1	2.5	47322.4474406	1751
B	1	2.5	47332.9119944	1752
B	1	3.5	47332.9844444	1753
B	1	3.5	47346.93627	1754
B	1	4.5	47347.02942	1755
B	1	4.5	47364.467735	1756
B	1	5.5	47364.581585	1757
B	1	5.5	47385.5054114	1758
B	1	6.5	47385.6399614	1759
B	1	6.5	47410.0481256	1762
B	1	7.5	47410.2033756	1763
B	1	7.5	47438.0945084	1764
B	1	8.5	47438.2704584	1765
B	1	8.5	47469.642995	1766
B	1	9.5	47469.839645	1767
B	1	9.5	47504.691825	1768
B	1	10.5	47504.909175	1769
B	1	10.5	47543.2390424	1772
B	1	11.5	47543.4770924	1773
B	1	11.5	47585.2824956	1774
B	1	12.5	47585.5412456	1775
B	1	12.5	47630.8198374	1778
B	1	13.5	47631.0992874	1779
B	1	13.5	47679.848525	1780
B	1	14.5	47680.148675	1781
B	1	14.5	47732.36582	1782
B	1	15.5	47732.68667	1783
B	1	15.5	47788.3687884	1786
B	1	16.5	47788.7103384	1787
B	1	16.5	47847.8543006	1788
B	1	17.5	47848.2165506	1789
B	1	17.5	47910.8190314	1792
B	1	18.5	47911.2019814	1793
B	1	18.5	47977.25946	1794
B	1	19.5	47977.66311	1795
B	1	19.5	48047.17187	1798
B	1	20.5	48047.59622	1799
B	2	0.5	48938.2774	1832
B	2	0.5	48941.70643032	1833
B	2	1.5	48941.73553032	1834
B	2	1.5	48948.59338888	1835
B	2	2.5	48948.64188888	1836
B	2	2.5	48958.92817152	1837
B	2	3.5	48958.99607152	1838
B	2	3.5	48972.710172	1839
B	2	4.5	48972.797472	1840
B	2	4.5	48989.938582	1843
B	2	5.5	48990.045282	1844
B	2	5.5	49010.61239112	1845
B	2	6.5	49010.73849112	1846
B	2	6.5	49034.73038688	1847
B	2	7.5	49034.87588688	1848
B	2	7.5	49062.29115472	1851
B	2	8.5	49062.45605472	1852
B	2	8.5	49093.293078	1853
B	2	9.5	49093.477378	1854
B	2	9.5	49127.734338	1855
B	2	10.5	49127.938038	1856
B	2	10.5	49165.61291392	1861
B	2	11.5	49165.83601392	1862
B	2	11.5	49206.92658288	1863
B	2	12.5	49207.16908288	1864
B	2	12.5	49251.67291992	1865
B	2	13.5	49251.93481992	1866
B	2	13.5	49299.849298	1871
B	2	14.5	49300.130598	1872
B	2	14.5	49351.452888	1873
B	2	15.5	49351.753588	1874
B	2	15.5	49406.48065872	1877
B	2	16.5	49406.80075872	1878
B	2	16.5	49464.92937688	1881
B	2	17.5	49465.26887688	1882
B	2	17.5	49526.79560712	1885
B	2	18.5	49527.15450712	1886
B	2	18.5	49592.075712	1887
B	2	19.5	49592.454012	1888
B	2	19.5	49660.765852	1893
B	2	20.5	49661.163552	1894
