State	Vibr.	J	Energy	Index
X	9	9.5	18723.93299	878
X	9	9.5	18759.70409	881
X	9	10.5	18759.785255	882
X	9	10.5	18799.1279672	885
X	9	11.5	18799.2168622	886
X	9	11.5	18842.1296158	887
X	9	12.5	18842.2262408	888
X	9	12.5	18888.7073222	889
X	9	13.5	18888.8116772	890
X	9	13.5	18938.85923	895
X	9	14.5	18938.971315	896
X	9	14.5	18992.58334	897
X	9	15.5	18992.703155	898
X	9	15.5	19049.8775102	901
X	9	16.5	19050.0050552	902
X	9	16.5	19110.7394558	905
X	9	17.5	19110.8747308	906
X	9	17.5	19175.1667492	909
X	9	18.5	19175.3097542	910
X	9	18.5	19243.15682	911
X	9	19.5	19243.307555	912
X	9	19.5	19314.706955	916
X	9	20.5	19314.86542	917
Pi	0	1.5	20349.7683981034	954
Pi	0	1.5	20349.7684445727	955
Pi	0	2.5	20357.5659073333	956
Pi	0	2.5	20357.5660928595	957
Pi	0	3.5	20368.4821183648	958
Pi	0	3.5	20368.48258096	959
Pi	0	4.5	20382.5167449611	960
Pi	0	4.5	20382.5176670391	961
Pi	0	5.5	20399.6694214244	962
Pi	0	5.5	20399.6710284706	963
Pi	0	6.5	20419.9396993633	964
Pi	0	6.5	20419.942258324	965
Pi	0	7.5	20443.3270438479	966
Pi	0	7.5	20443.3308612712	967
Pi	0	8.5	20469.830829031	970
Pi	0	8.5	20469.8362489946	971
Pi	0	0.5	20470.306176053	972
Pi	0	0.5	20470.319529547	973
Pi	0	1.5	20475.0980549616	974
Pi	0	1.5	20475.1247139623	975
Pi	0	2.5	20483.0885982617	976
Pi	0	2.5	20483.1284671455	977
Pi	0	3.5	20494.2772240372	978
Pi	0	3.5	20494.330160238	979
Pi	0	9.5	20499.4503333248	980
Pi	0	9.5	20499.4577351881	981
Pi	0	4.5	20508.6631104839	982
Pi	0	4.5	20508.7289255159	983
Pi	0	5.5	20526.2451984586	986
Pi	0	5.5	20526.3236592464	987
Pi	0	10.5	20532.1847342244	988
Pi	0	10.5	20532.1945302451	989
Pi	0	6.5	20547.0221947117	990
Pi	0	6.5	20547.113025201	991
Pi	0	11.5	20568.0331028738	994
Pi	0	11.5	20568.0457357266	995
Pi	0	7.5	20570.9925757321	996
Pi	0	7.5	20571.0954587488	997
Pi	0	8.5	20598.154592126	998
Pi	0	8.5	20598.2691714484	999
Pi	0	12.5	20606.9943984659	1000
Pi	0	12.5	20607.0103387031	1001
Pi	0	9.5	20628.5062734402	1002
Pi	0	9.5	20628.6321560469	1003
Pi	0	13.5	20649.0674625677	1004
Pi	0	13.5	20649.0872060562	1005
Pi	0	10.5	20662.0454333386	1006
Pi	0	10.5	20662.1821917919	1007
Pi	0	14.5	20694.251013454	1012
Pi	0	14.5	20694.2750788233	1013
Pi	0	11.5	20698.7696750362	1014
Pi	0	11.5	20698.9168499634	1015
Pi	0	12.5	20738.6763968991	1016
Pi	0	12.5	20738.8334995319	1017
Pi	0	15.5	20742.5436405251	1018
Pi	0	15.5	20742.5725666561	1019
Pi	0	13.5	20781.7627981193	1020
Pi	0	13.5	20781.9293128568	1021
Pi	0	16.5	20793.9437988772	1022
Pi	0	16.5	20793.9781424578	1023
Pi	0	14.5	20828.025884381	1026
Pi	0	14.5	20828.2012713417	1027
Pi	0	17.5	20848.449804083	1028
Pi	0	17.5	20848.4901372531	1029
Pi	0	15.5	20877.4624734429	1032
Pi	0	15.5	20877.6461709759	1033
Pi	0	18.5	20906.0598272295	1034
Pi	0	18.5	20906.1067353344	1035
Pi	0	16.5	20930.0692005678	1036
Pi	0	16.5	20930.2606276972	1037
Pi	0	19.5	20966.7718902526	1040
Pi	0	19.5	20966.825969718	1041
Pi	0	17.5	20985.842523742	1042
Pi	0	17.5	20986.0410825219	1043
Pi	0	20.5	21030.5838615953	1046
Pi	0	20.5	21030.645717936	1047
Pi	0	18.5	21044.7787286375	1048
Pi	0	18.5	21044.9838063986	1049
Pi	0	19.5	21106.8739332774	1054
Pi	0	19.5	21107.084904752	1055
Pi	1	1.5	21884.7939049663	1103
Pi	1	1.5	21884.793950595	1104
Pi	1	2.5	21892.49664446	1105
Pi	1	2.5	21892.4968266451	1106
Pi	1	3.5	21903.2801645483	1109
Pi	1	3.5	21903.2806188639	1110
Pi	1	4.5	21917.1441655338	1111
Pi	1	4.5	21917.1450712384	1112
Pi	1	5.5	21934.0882645662	1113
Pi	1	5.5	21934.0898433503	1114
Pi	1	6.5	21954.1119926118	1119
Pi	1	6.5	21954.1145070817	1120
Pi	1	7.5	21977.2147908467	1121
Pi	1	7.5	21977.218542771	1122
Pi	1	8.5	22003.3960065438	1125
Pi	1	8.5	22003.4013348979	1126
Pi	1	0.5	22005.26627612	1127
Pi	1	0.5	22005.27882212	1128
Pi	1	1.5	22009.9988666337	1129
Pi	1	1.5	22010.023913005	1130
Pi	1	2.5	22017.89033034	1131
Pi	1	2.5	22017.9277861549	1132
Pi	1	3.5	22028.9400917717	1133
Pi	1	3.5	22028.9898214561	1134
Pi	1	9.5	22032.6548885387	1135
Pi	1	9.5	22032.662167381	1136
Pi	1	4.5	22043.1473384662	1139
Pi	1	4.5	22043.2091627617	1140
Pi	1	5.5	22060.5110233538	1141
Pi	1	5.5	22060.5847205697	1142
Pi	1	10.5	22064.9905823563	1143
Pi	1	10.5	22065.0002185725	1144
Pi	1	6.5	22081.0298677881	1145
Pi	1	6.5	22081.1151753183	1146
Pi	1	11.5	22100.4021250881	1151
Pi	1	11.5	22100.4145560402	1152
Pi	1	7.5	22104.7023651533	1153
Pi	1	7.5	22104.798981229	1154
Pi	1	8.5	22131.5267849762	1155
Pi	1	8.5	22131.6343706221	1156
Pi	1	12.5	22138.8884401048	1157
Pi	1	12.5	22138.9041312205	1158
Pi	1	9.5	22161.5011774613	1161
Pi	1	9.5	22161.619358619	1162
Pi	1	13.5	22180.4483316894	1163
Pi	1	13.5	22180.4677740248	1164
Pi	1	10.5	22194.6233783637	1165
Pi	1	10.5	22194.7517481475	1166
Pi	1	14.5	22225.0804796675	1169
Pi	1	14.5	22225.1041874758	1170
Pi	1	11.5	22230.8910141119	1171
Pi	1	11.5	22231.0291351598	1172
Pi	1	12.5	22270.3015070952	1177
Pi	1	12.5	22270.4489139795	1178
Pi	1	15.5	22272.7834341075	1179
Pi	1	15.5	22272.8119424414	1180
Pi	1	13.5	22312.8520810306	1183
Pi	1	13.5	22313.0082826952	1184
Pi	1	16.5	22323.5556101544	1185
Pi	1	16.5	22323.5894725271	1186
Pi	1	14.5	22358.5397663325	1189
Pi	1	14.5	22358.7042485242	1190
Pi	1	17.5	22377.3952830516	1191
Pi	1	17.5	22377.4350691782	1192
Pi	1	15.5	22407.3614054125	1193
Pi	1	15.5	22407.5336330786	1194
Pi	1	18.5	22434.3005833974	1199
Pi	1	18.5	22434.3468770345	1200
Pi	1	16.5	22459.3136578456	1201
Pi	1	16.5	22459.4930774729	1202
Pi	1	19.5	22494.2694926722	1205
Pi	1	19.5	22494.3228895696	1206
Pi	1	17.5	22514.3930053484	1207
Pi	1	17.5	22514.5790472218	1208
Pi	1	20.5	22557.2998390648	1211
Pi	1	20.5	22557.3609450403	1212
Pi	1	18.5	22572.5957565226	1213
Pi	1	18.5	22572.7878368855	1214
Pi	1	19.5	22633.9180513278	1221
Pi	1	19.5	22634.1155744304	1222
Pi	2	1.5	23392.8784715548	1288
Pi	2	1.5	23392.8785199276	1289
Pi	2	2.5	23400.4869888817	1292
Pi	2	2.5	23400.4871821116	1293
Pi	2	3.5	23411.1385822872	1294
Pi	2	3.5	23411.1390644512	1295
Pi	2	4.5	23424.8329377736	1298
Pi	2	4.5	23424.8338997757	1299
Pi	2	5.5	23441.5696548856	1300
Pi	2	5.5	23441.5713334578	1301
Pi	2	6.5	23461.3482439829	1304
Pi	2	6.5	23461.3509204697	1305
Pi	2	7.5	23484.1681229917	1308
Pi	2	7.5	23484.1721219395	1309
Pi	2	8.5	23510.0286137008	1310
Pi	2	8.5	23510.0343012761	1311
Pi	2	0.5	23513.27856884	1313
Pi	2	0.5	23513.29117884	1314
Pi	2	1.5	23517.9499844724	1316
Pi	2	1.5	23517.9752528452	1317
Pi	2	2.5	23525.7394616884	1318
Pi	2	2.5	23525.7774849183	1319
Pi	2	3.5	23536.6463977888	1322
Pi	2	3.5	23536.6973199528	1323
Pi	2	9.5	23538.9289376726	1324
Pi	2	9.5	23538.9367199334	1325
Pi	2	4.5	23550.6699612243	1326
Pi	2	4.5	23550.7339732264	1327
Pi	2	5.5	23567.8090939822	1330
Pi	2	5.5	23567.8864325544	1331
Pi	2	10.5	23570.8682118438	1332
Pi	2	10.5	23570.8785328902	1333
Pi	2	6.5	23588.0625145303	1334
Pi	2	6.5	23588.1534610171	1335
Pi	2	11.5	23605.8454438911	1336
Pi	2	11.5	23605.8587839235	1337
Pi	2	7.5	23611.4287212605	1338
Pi	2	7.5	23611.5336002083	1340
Pi	2	8.5	23637.9059963639	1344
Pi	2	8.5	23638.0251739393	1345
Pi	2	12.5	23643.8595274401	1346
Pi	2	12.5	23643.8764007496	1347
Pi	2	9.5	23667.4924100666	1350
Pi	2	9.5	23667.6262923274	1351
Pi	2	13.5	23684.9092371892	1354
Pi	2	13.5	23684.9301901066	1355
Pi	2	10.5	23700.1858251498	1356
Pi	2	10.5	23700.3348561962	1357
Pi	2	14.5	23728.9932240193	1360
Pi	2	14.5	23729.0188328461	1361
Pi	2	11.5	23735.9839016765	1362
Pi	2	11.5	23736.1485617089	1363
Pi	2	12.5	23774.8841018504	1368
Pi	2	12.5	23775.0649051599	1369
Pi	2	15.5	23776.1100101522	1370
Pi	2	15.5	23776.140879097	1371
Pi	2	13.5	23816.8836949334	1374
Pi	2	13.5	23817.0811878508	1375
Pi	2	16.5	23826.2579844171	1378
Pi	2	16.5	23826.294743555	1379
Pi	2	14.5	23861.9797621539	1380
Pi	2	14.5	23862.1945209808	1381
Pi	2	17.5	23879.435397672	1384
Pi	2	17.5	23879.4787009478	1385
Pi	2	15.5	23910.169201543	1386
Pi	2	15.5	23910.4018304878	1387
Pi	2	18.5	23935.6403584258	1392
Pi	2	18.5	23935.6908817133	1393
Pi	2	16.5	23961.448732645	1396
Pi	2	16.5	23961.6998617829	1397
Pi	2	19.5	23994.8708286929	1400
Pi	2	19.5	23994.9292679246	1401
Pi	2	17.5	24015.8149010522	1402
Pi	2	17.5	24016.085184328	1403
Pi	2	20.5	24057.1246201083	1406
Pi	2	20.5	24057.1916894845	1407
Pi	2	18.5	24073.2640827267	1410
Pi	2	18.5	24073.5541960142	1411
Pi	2	19.5	24133.7924880754	1418
Pi	2	19.5	24134.1031273071	1419
Pi	3	1.5	24873.9836682494	1486
Pi	3	1.5	24873.9836907132	1487
Pi	3	2.5	24881.4981307382	1488
Pi	3	2.5	24881.4982204739	1489
Pi	3	3.5	24892.0180357693	1490
Pi	3	3.5	24892.0182596931	1491
Pi	3	4.5	24905.5430473335	1494
Pi	3	4.5	24905.5434941208	1495
Pi	3	5.5	24922.0727329889	1498
Pi	3	5.5	24922.0735126179	1499
Pi	3	6.5	24941.6065611928	1502
Pi	3	6.5	24941.6078043902	1503
Pi	3	7.5	24964.1438981382	1504
Pi	3	7.5	24964.1457557349	1505
Pi	3	8.5	24989.6840041577	1508
Pi	3	8.5	24989.6866463662	1509
Pi	3	0.5	24994.33940152	1510
Pi	3	0.5	24994.34551352	1511
Pi	3	1.5	24998.9556434868	1512
Pi	3	1.5	24998.9678899506	1513
Pi	3	2.5	25006.6510059261	1516
Pi	3	2.5	25006.6694316618	1517
Pi	3	3.5	25017.4248840269	1518
Pi	3	3.5	25017.4495559507	1519
Pi	3	9.5	25018.2260297612	1520
Pi	3	9.5	25018.2296453847	1521
Pi	3	4.5	25031.2764378792	1524
Pi	3	4.5	25031.3074446665	1525
Pi	3	5.5	25048.2045947021	1528
Pi	3	5.5	25048.2420463311	1529
Pi	3	10.5	25049.7690113779	1530
Pi	3	10.5	25049.7738069646	1531
Pi	3	6.5	25068.2080516098	1532
Pi	3	6.5	25068.2520788072	1533
Pi	3	11.5	25084.3118668769	1534
Pi	3	11.5	25084.3180658301	1535
Pi	3	7.5	25091.2852788651	1536
Pi	3	7.5	25091.3360324618	1537
Pi	3	8.5	25117.4345235538	1540
Pi	3	8.5	25117.4921737623	1541
Pi	3	12.5	25121.853390937	1544
Pi	3	12.5	25121.861232594	1545
Pi	3	9.5	25146.6538136153	1548
Pi	3	9.5	25146.7185492388	1549
Pi	3	13.5	25162.3922503372	1550
Pi	3	13.5	25162.4019890277	1551
Pi	3	10.5	25178.9409621554	1554
Pi	3	10.5	25179.0129897421	1555
Pi	3	14.5	25205.9269792329	1558
Pi	3	14.5	25205.9388833285	1559
Pi	3	11.5	25214.2935719699	1560
Pi	3	11.5	25214.3731149231	1561
Pi	3	15.5	25252.4559744792	1564
Pi	3	15.5	25252.4703254436	1565
Pi	3	12.5	25252.709040206	1566
Pi	3	12.5	25252.796337863	1567
Pi	3	13.5	25294.1845630923	1570
Pi	3	13.5	25294.2798697828	1571
Pi	3	16.5	25301.977491056	1572
Pi	3	16.5	25301.9945825059	1573
Pi	3	14.5	25338.7171406715	1578
Pi	3	14.5	25338.8207247671	1579
Pi	3	17.5	25354.4896376426	1582
Pi	3	17.5	25354.5097744261	1583
Pi	3	15.5	25386.3035814764	1584
Pi	3	15.5	25386.4157244408	1585
Pi	3	18.5	25409.9903723821	1590
Pi	3	18.5	25410.0138696823	1591
Pi	3	16.5	25436.9405070941	1592
Pi	3	16.5	25437.061502544	1593
Pi	3	19.5	25468.4774988684	1598
Pi	3	19.5	25468.5046813387	1599
Pi	3	17.5	25490.624356574	1600
Pi	3	17.5	25490.7545093574	1601
Pi	3	20.5	25529.9486623814	1604
Pi	3	20.5	25529.9798633159	1605
Pi	3	18.5	25547.3513906377	1606
Pi	3	18.5	25547.4910159379	1607
Pi	3	19.5	25607.1176956613	1616
Pi	3	19.5	25607.2671181316	1617
Pi	4	1.5	26328.1954683369	1684
Pi	4	1.5	26328.1955215088	1685
Pi	4	2.5	26335.6155660788	1686
Pi	4	2.5	26335.6157784335	1687
Pi	4	3.5	26346.0033448023	1688
Pi	4	3.5	26346.00387453	1689
Pi	4	4.5	26359.3584656052	1690
Pi	4	4.5	26359.3595221018	1691
Pi	4	5.5	26375.6804972722	1696
Pi	4	5.5	26375.6823398687	1697
Pi	4	6.5	26394.9689139306	1698
Pi	4	6.5	26394.9718503492	1699
Pi	4	7.5	26417.223092242	1702
Pi	4	7.5	26417.2274768059	1703
Pi	4	8.5	26442.4423081832	1704
Pi	4	8.5	26442.4485398104	1705
Pi	4	0.5	26448.5928488	1706
Pi	4	0.5	26448.6007768	1707
Pi	4	1.5	26453.1482406631	1710
Pi	4	1.5	26453.1640434912	1711
Pi	4	2.5	26460.7428619212	1712
Pi	4	2.5	26460.7664335665	1713
Pi	4	9.5	26470.6257334757	1716
Pi	4	9.5	26470.6342534895	1717
